OrderDate,CustomerID,Segment,State,Region,ProductID,Category,SubCategory,Sales,Profit,ShippingCost,OrderPriority
2013/9/13,PO-19180,Home Office,Colorado,West,TEC-PH-10001870,Technology,Phones,146.952,9.1845,14.37,Medium
2013/9/13,PO-19180,Home Office,Colorado,West,FUR-CH-10002304,Furniture,Chairs,83.136,5.196,2.65,Medium
2013/9/14,AG-10270,Consumer,Nebraska,Central,OFF-ST-10004340,Office Supplies,Storage,373.08,100.7316,36.51,Medium
2013/9/14,AG-10270,Consumer,Nebraska,Central,OFF-AP-10001394,Office Supplies,Appliances,378,136.08,31.54,Medium
2013/9/14,AG-10270,Consumer,Nebraska,Central,FUR-FU-10003664,Furniture,Furnishings,1336.44,387.5676,28.95,Medium
2013/9/14,AG-10270,Consumer,Nebraska,Central,TEC-PH-10001644,Technology,Phones,149.95,41.986,11.99,Medium
2013/9/14,AG-10270,Consumer,Nebraska,Central,OFF-SU-10004782,Office Supplies,Supplies,16.9,5.07,2.13,Medium
2013/9/14,AG-10270,Consumer,Nebraska,Central,OFF-ST-10000419,Office Supplies,Storage,40.74,0.4074,2.04,Medium
2013/9/14,AG-10270,Consumer,Nebraska,Central,OFF-PA-10001838,Office Supplies,Paper,17.64,8.6436,1.25,Medium
2013/9/14,AG-10270,Consumer,Nebraska,Central,OFF-LA-10004559,Office Supplies,Labels,14.4,7.056,1,Medium
2013/9/14,AG-10270,Consumer,Nebraska,Central,OFF-PA-10002250,Office Supplies,Paper,17.61,8.4528,0.93,Medium
2013/9/14,AG-10270,Consumer,Nebraska,Central,TEC-PH-10004897,Technology,Phones,29.97,0.2997,0.79,Medium
2013/9/15,CL-12565,Consumer,New York,East,OFF-BI-10004390,Office Supplies,Binders,673.568,252.588,53.88,Medium
2013/9/15,CL-12565,Consumer,New York,East,TEC-PH-10001944,Technology,Phones,437.85,131.355,21.61,Medium
2013/9/15,PN-18775,Home Office,South Carolina,South,OFF-PA-10000029,Office Supplies,Paper,25.92,12.4416,0.7,Medium
2013/9/16,AH-10585,Consumer,Washington,West,OFF-AR-10002445,Office Supplies,Art,35.4,13.452,2.49,Medium
2013/9/16,DB-13210,Consumer,Pennsylvania,East,OFF-PA-10003651,Office Supplies,Paper,5.344,1.8704,0.85,High
2013/9/16,RB-19570,Consumer,Washington,West,OFF-BI-10002103,Office Supplies,Binders,48.664,15.8158,1.79,Medium
2013/9/16,RB-19570,Consumer,Washington,West,OFF-PA-10000807,Office Supplies,Paper,21.4,10.058,1.52,Medium
2013/9/16,AH-10075,Corporate,New York,East,OFF-BI-10003650,Office Supplies,Binders,841.568,294.5488,57.49,Medium
2013/9/16,JD-16150,Corporate,Idaho,West,FUR-TA-10003473,Furniture,Tables,1128.39,259.5297,53.4,Medium
2013/9/16,JD-16150,Corporate,Idaho,West,OFF-BI-10001249,Office Supplies,Binders,20.416,6.6352,0.04,Medium
2013/9/17,KD-16495,Corporate,California,West,FUR-BO-10001918,Furniture,Bookcases,273.666,-12.8784,16.2,Medium
2013/9/17,KD-16495,Corporate,California,West,OFF-AP-10002287,Office Supplies,Appliances,17.48,4.5448,1.49,Medium
2013/9/17,BC-11125,Home Office,California,West,OFF-PA-10002195,Office Supplies,Paper,12.96,6.3504,1.7,Low
2013/9/17,CR-12625,Home Office,Georgia,South,FUR-CH-10001146,Furniture,Chairs,121.78,30.445,13.89,High
2013/9/18,CS-12505,Consumer,Georgia,South,TEC-MA-10004458,Technology,Machines,396,190.08,68.48,Low
2013/9/18,LW-17215,Consumer,New York,East,OFF-BI-10002026,Office Supplies,Binders,232.4,78.435,38.42,High
2013/9/18,PO-18865,Consumer,Massachusetts,East,FUR-FU-10004864,Furniture,Furnishings,191.82,61.3824,13.41,Medium
2013/9/18,PO-18865,Consumer,Massachusetts,East,FUR-FU-10002597,Furniture,Furnishings,14.82,6.2244,1.36,Medium
2013/9/18,TS-21610,Consumer,Ohio,East,OFF-ST-10002790,Office Supplies,Storage,295.4,-62.7725,94.45,Critical
2013/9/18,BS-11590,Corporate,Indiana,Central,OFF-AR-10002656,Office Supplies,Art,33.4,12.358,2.28,Medium
2013/9/18,JS-15685,Corporate,California,West,TEC-PH-10004093,Technology,Phones,73.584,8.2782,3.92,Medium
2013/9/18,JS-15685,Corporate,California,West,OFF-AR-10004930,Office Supplies,Art,20.1,6.633,1.44,Medium
2013/9/18,JS-15685,Corporate,California,West,OFF-PA-10000304,Office Supplies,Paper,6.48,3.1104,0.52,Medium
2013/9/18,LA-16780,Corporate,Maine,East,TEC-PH-10001944,Technology,Phones,437.85,131.355,13.43,Medium
2013/9/18,LA-16780,Corporate,Maine,East,FUR-FU-10004952,Furniture,Furnishings,109.48,33.9388,9.78,Medium
2013/9/18,CC-12430,Home Office,Washington,West,OFF-LA-10002195,Office Supplies,Labels,12.32,5.9136,0.69,Medium
2013/9/18,SJ-20125,Home Office,Washington,West,FUR-CH-10004875,Furniture,Chairs,113.888,9.9652,7.43,Medium
2013/9/18,SJ-20125,Home Office,Washington,West,TEC-PH-10002085,Technology,Phones,105.584,7.9188,5.26,Medium
2013/9/19,AM-10705,Consumer,Alabama,South,OFF-ST-10003716,Office Supplies,Storage,900.08,117.0104,53.84,Medium
2013/9/19,AM-10705,Consumer,Alabama,South,FUR-CH-10001854,Furniture,Chairs,350.98,84.2352,17.04,Medium
2013/9/19,AM-10705,Consumer,Alabama,South,OFF-PA-10000533,Office Supplies,Paper,13.08,6.0168,1.22,Medium
2013/9/19,BD-11320,Consumer,California,West,TEC-PH-10001299,Technology,Phones,239.984,23.9984,28.7,High
2013/9/19,HM-14980,Consumer,New York,East,OFF-BI-10004654,Office Supplies,Binders,4.616,1.731,0.26,Medium
2013/9/19,MM-17260,Consumer,New York,East,FUR-CH-10001394,Furniture,Chairs,631.782,140.396,34.52,Medium
2013/9/19,MM-17260,Consumer,New York,East,FUR-FU-10004053,Furniture,Furnishings,60.72,26.1096,1.66,Medium
2013/9/19,PO-18850,Consumer,Florida,South,OFF-LA-10002787,Office Supplies,Labels,3,1.05,0.41,High
2013/9/19,SV-20365,Consumer,Ohio,East,FUR-CH-10002647,Furniture,Chairs,99.372,-7.098,5.14,High
2013/9/19,SV-20365,Consumer,Ohio,East,FUR-FU-10002107,Furniture,Furnishings,5.352,1.6056,1.11,High
2013/9/19,SV-20365,Consumer,Ohio,East,OFF-AR-10002257,Office Supplies,Art,2.672,0.3674,0.41,High
2013/9/19,JW-15220,Corporate,California,West,FUR-CH-10002880,Furniture,Chairs,885.528,-99.6219,156.8,High
2013/9/19,JW-15220,Corporate,California,West,FUR-CH-10001215,Furniture,Chairs,801.568,50.098,96.14,High
2013/9/19,JW-15220,Corporate,California,West,OFF-PA-10000100,Office Supplies,Paper,368.91,180.7659,23.3,High
2013/9/19,NB-18655,Corporate,Florida,South,FUR-TA-10001095,Furniture,Tables,383.438,-167.3184,34.64,Medium
2013/9/20,CK-12595,Consumer,Rhode Island,East,OFF-ST-10000604,Office Supplies,Storage,69.52,17.38,9.55,Medium
2013/9/20,SW-20245,Consumer,California,West,OFF-PA-10002222,Office Supplies,Paper,159.88,73.5448,11.16,Medium
2013/9/20,TP-21130,Consumer,Georgia,South,TEC-AC-10002926,Technology,Accessories,249.95,107.4785,10.98,Medium
2013/9/20,TP-21130,Consumer,Georgia,South,OFF-SU-10003002,Office Supplies,Supplies,5.04,0.1512,0.26,Medium
2013/9/20,FH-14275,Corporate,California,West,OFF-BI-10002309,Office Supplies,Binders,8.928,3.1248,0.7,Medium
2013/9/20,AP-10720,Home Office,Pennsylvania,East,FUR-FU-10003424,Furniture,Furnishings,25.632,3.8448,3.8,Medium
2013/9/20,CC-12430,Home Office,California,West,OFF-BI-10003355,Office Supplies,Binders,11.952,4.1832,0.93,Medium
2013/9/20,CC-12430,Home Office,California,West,OFF-SU-10001212,Office Supplies,Supplies,6.24,1.872,0.19,Medium
2013/9/20,EH-14125,Home Office,Illinois,Central,FUR-CH-10001215,Furniture,Chairs,701.372,-50.098,52.31,Medium
2013/9/20,EH-14125,Home Office,Illinois,Central,OFF-BI-10004654,Office Supplies,Binders,2.308,-3.462,0.34,Medium
2013/9/20,RH-19510,Home Office,Rhode Island,East,OFF-ST-10001490,Office Supplies,Storage,1606.23,481.869,418.26,High
2013/9/20,RH-19510,Home Office,Rhode Island,East,FUR-CH-10004675,Furniture,Chairs,872.32,244.2496,260.38,High
2013/9/20,RH-19510,Home Office,Rhode Island,East,OFF-BI-10004826,Office Supplies,Binders,49.53,23.7744,9.65,High
2013/9/20,RH-19510,Home Office,Rhode Island,East,OFF-PA-10002377,Office Supplies,Paper,17.04,7.668,1,High
2013/9/20,SD-20485,Home Office,New Jersey,East,OFF-BI-10000756,Office Supplies,Binders,25.44,12.72,1.81,High
2013/9/20,SD-20485,Home Office,New Jersey,East,OFF-SU-10000381,Office Supplies,Supplies,27.93,8.0997,0.74,High
2013/9/21,EN-13780,Consumer,Michigan,Central,OFF-BI-10004828,Office Supplies,Binders,83.7,41.013,9.87,High
2013/9/21,HA-14905,Consumer,New York,East,OFF-AP-10001005,Office Supplies,Appliances,393.25,129.7725,52.25,High
2013/9/21,FM-14215,Corporate,North Carolina,South,FUR-CH-10002880,Furniture,Chairs,98.392,-11.0691,5.5,Medium
2013/9/21,FM-14215,Corporate,North Carolina,South,FUR-FU-10001546,Furniture,Furnishings,17.088,1.068,0.69,Medium
2013/9/21,GM-14695,Corporate,California,West,OFF-BI-10003656,Office Supplies,Binders,271.984,88.3948,31.98,High
2013/9/21,GM-14695,Corporate,California,West,OFF-PA-10001471,Office Supplies,Paper,65.79,30.2634,8.25,High
2013/9/21,GM-14695,Corporate,California,West,OFF-BI-10000977,Office Supplies,Binders,48.64,15.808,6.59,High
2013/9/21,GM-14695,Corporate,California,West,OFF-PA-10002319,Office Supplies,Paper,77.52,37.9848,4.43,High
2013/9/21,GM-14695,Corporate,California,West,OFF-AR-10000940,Office Supplies,Art,11.76,3.1752,1.86,High
2013/9/21,HJ-14875,Home Office,Washington,West,FUR-BO-10002853,Furniture,Bookcases,163.88,40.97,22.13,High
2013/9/23,AC-10450,Consumer,Florida,South,OFF-LA-10001158,Office Supplies,Labels,16.56,5.796,1.93,High
2013/9/23,AC-10450,Consumer,Florida,South,OFF-BI-10004022,Office Supplies,Binders,7.506,-6.0048,1.27,High
2013/9/23,AC-10660,Consumer,Indiana,Central,OFF-PA-10002245,Office Supplies,Paper,35.88,16.146,1.71,Medium
2013/9/23,PW-19240,Consumer,Pennsylvania,East,OFF-AR-10003481,Office Supplies,Art,7.872,0.8856,0.48,Medium
2013/9/23,RC-19960,Consumer,Michigan,Central,TEC-PH-10001305,Technology,Phones,97.98,27.4344,4.73,Medium
2013/9/23,RC-19960,Consumer,Michigan,Central,OFF-PA-10002195,Office Supplies,Paper,35.56,16.7132,3.52,Medium
2013/9/23,CS-12250,Corporate,Wisconsin,Central,FUR-FU-10002445,Furniture,Furnishings,18.96,7.584,1.55,High
2013/9/23,SH-19975,Corporate,Tennessee,South,OFF-AR-10003727,Office Supplies,Art,40.776,4.5873,3.91,Medium
2013/9/23,SH-19975,Corporate,Tennessee,South,TEC-PH-10004071,Technology,Phones,63.936,5.5944,3.61,Medium
2013/9/23,SM-20950,Corporate,Colorado,West,FUR-FU-10000246,Furniture,Furnishings,68.432,8.554,3.15,Medium
2013/9/23,AS-10630,Home Office,Kentucky,South,FUR-FU-10004586,Furniture,Furnishings,13.28,6.3744,0.88,Medium
2013/9/23,NP-18685,Home Office,Ohio,East,OFF-EN-10003055,Office Supplies,Envelopes,63.968,19.99,7.44,High
2013/9/23,RD-19660,Home Office,Pennsylvania,East,OFF-LA-10004484,Office Supplies,Labels,16.52,5.369,2.25,Low
2013/9/23,SZ-20035,Home Office,New York,East,OFF-ST-10002370,Office Supplies,Storage,128.34,37.2186,24.78,High
2013/9/24,RA-19915,Consumer,Georgia,South,FUR-CH-10002084,Furniture,Chairs,368.97,81.1734,33.87,Medium
2013/9/24,RA-19915,Consumer,Georgia,South,OFF-ST-10003058,Office Supplies,Storage,118.25,34.2925,10.55,Medium
2013/9/24,CM-11815,Corporate,Washington,West,OFF-SU-10004737,Office Supplies,Supplies,13.68,3.6936,2.35,Critical
2013/9/24,DP-13105,Corporate,Washington,West,FUR-CH-10003396,Furniture,Chairs,184.752,-20.7846,10.69,Medium
2013/9/24,DP-13105,Corporate,Washington,West,OFF-BI-10004970,Office Supplies,Binders,13.216,4.4604,1.55,Medium
2013/9/24,DV-13045,Corporate,California,West,OFF-LA-10003148,Office Supplies,Labels,18.9,8.694,4.32,High
2013/9/24,DV-13045,Corporate,California,West,OFF-EN-10001509,Office Supplies,Envelopes,4.08,1.9176,0.96,High
2013/9/24,KL-16555,Corporate,Ohio,East,FUR-FU-10002298,Furniture,Furnishings,532.704,-26.6352,27.58,High
2013/9/24,KL-16555,Corporate,Ohio,East,OFF-AR-10000315,Office Supplies,Art,4.912,0.307,0.41,High
2013/9/24,CR-12580,Home Office,New York,East,OFF-BI-10004187,Office Supplies,Binders,10.528,3.6848,1.94,Medium
2013/9/24,JS-15940,Home Office,Ohio,East,OFF-PA-10002586,Office Supplies,Paper,11.952,4.0338,0.92,Medium
2013/9/24,JS-15940,Home Office,Ohio,East,FUR-FU-10004963,Furniture,Furnishings,28,7.7,0.89,Medium
2013/9/24,JS-15940,Home Office,Ohio,East,OFF-BI-10002071,Office Supplies,Binders,12.201,-9.7608,0.08,Medium
2013/9/25,BP-11230,Consumer,Oklahoma,Central,OFF-PA-10001569,Office Supplies,Paper,6.48,3.1104,0.62,Medium
2013/9/25,BP-11230,Consumer,Oklahoma,Central,OFF-BI-10001249,Office Supplies,Binders,6.38,2.9348,0.4,Medium
2013/9/25,PK-19075,Consumer,Ohio,East,FUR-CH-10003199,Furniture,Chairs,155.372,-13.3176,10.83,Medium
2013/9/25,RD-19900,Consumer,Indiana,Central,FUR-FU-10004006,Furniture,Furnishings,127.95,21.7515,8.39,High
2013/9/25,EB-13750,Corporate,California,West,FUR-FU-10002501,Furniture,Furnishings,63.2,23.384,11.72,Critical
2013/9/25,EH-13765,Corporate,California,West,FUR-CH-10000988,Furniture,Chairs,563.24,56.324,58.32,Medium
2013/9/25,EH-13765,Corporate,California,West,OFF-EN-10001453,Office Supplies,Envelopes,304.9,143.303,14.71,Medium
2013/9/25,LA-16780,Corporate,California,West,OFF-PA-10000380,Office Supplies,Paper,41.7,20.85,5.31,Medium
2013/9/25,LA-16780,Corporate,California,West,OFF-ST-10000642,Office Supplies,Storage,41.96,2.9372,2.92,Medium
2013/9/25,MK-17905,Corporate,Illinois,Central,OFF-BI-10004584,Office Supplies,Binders,442.372,-729.9138,169.09,Critical
2013/9/25,CL-12700,Home Office,Colorado,West,OFF-ST-10001370,Office Supplies,Storage,511.056,-95.823,48.4,Low
2013/9/25,CL-12700,Home Office,Colorado,West,FUR-FU-10002671,Furniture,Furnishings,21.44,7.504,2.86,Low
2013/9/26,AB-10105,Consumer,Arizona,West,FUR-TA-10002356,Furniture,Tables,393.165,-204.4458,22.1,Medium
2013/9/26,DL-12865,Consumer,California,West,FUR-CH-10000665,Furniture,Chairs,483.136,60.392,34.77,Medium
2013/9/26,DL-12865,Consumer,California,West,TEC-CO-10001943,Technology,Copiers,479.976,161.9919,30.67,Medium
2013/9/26,DL-12865,Consumer,California,West,TEC-PH-10003356,Technology,Phones,44.736,4.4736,2.69,Medium
2013/9/26,DL-12865,Consumer,California,West,OFF-LA-10003923,Office Supplies,Labels,29.6,14.8,1.64,Medium
2013/9/26,DL-12865,Consumer,California,West,OFF-PA-10000141,Office Supplies,Paper,10.9,5.123,0.77,Medium
2013/9/26,DL-12865,Consumer,California,West,OFF-LA-10001771,Office Supplies,Labels,4.98,2.2908,0.32,Medium
2013/9/26,DL-12865,Consumer,California,West,OFF-AR-10002255,Office Supplies,Art,5.76,1.6704,0.32,Medium
2013/9/26,JW-16075,Consumer,California,West,OFF-AR-10004441,Office Supplies,Art,16.56,6.9552,1.37,Medium
2013/9/26,TS-21505,Consumer,Ohio,East,OFF-ST-10002574,Office Supplies,Storage,331.536,-82.884,33.17,Medium
2013/9/26,TS-21505,Consumer,Ohio,East,OFF-AP-10003849,Office Supplies,Appliances,286.256,17.891,4.99,Medium
2013/9/26,TS-21505,Consumer,Ohio,East,OFF-ST-10004963,Office Supplies,Storage,24.224,-4.8448,1.48,Medium
2013/9/26,AS-10045,Corporate,California,West,FUR-BO-10002613,Furniture,Bookcases,477.666,84.294,43.01,Critical
2013/9/26,KE-16420,Corporate,Oregon,West,OFF-PA-10000380,Office Supplies,Paper,60.048,22.518,7.47,High
2013/9/26,KE-16420,Corporate,Oregon,West,OFF-BI-10004828,Office Supplies,Binders,5.022,-3.5154,0.66,High
2013/9/26,NH-18610,Corporate,Texas,Central,OFF-LA-10001569,Office Supplies,Labels,15.936,5.1792,1.37,Medium
2013/9/26,SC-20695,Corporate,Wisconsin,Central,TEC-AC-10001908,Technology,Accessories,499.95,174.9825,57.75,High
2013/9/26,SC-20695,Corporate,Wisconsin,Central,FUR-CH-10004218,Furniture,Chairs,201.96,50.49,13.53,High
2013/9/26,SC-20695,Corporate,Wisconsin,Central,FUR-FU-10000755,Furniture,Furnishings,68.64,17.16,8.38,High
2013/9/26,SC-20695,Corporate,Wisconsin,Central,OFF-AR-10000817,Office Supplies,Art,3.04,1.0336,0.46,High
2013/9/27,CM-12445,Consumer,California,West,OFF-PA-10001667,Office Supplies,Paper,29.9,13.455,5.84,Medium
2013/9/27,CM-12445,Consumer,California,West,OFF-ST-10004507,Office Supplies,Storage,51.45,13.8915,4.76,Medium
2013/9/27,CM-12445,Consumer,California,West,OFF-AR-10002445,Office Supplies,Art,35.4,13.452,2.96,Medium
2013/9/27,CM-12445,Consumer,California,West,OFF-LA-10000262,Office Supplies,Labels,7.83,3.6018,1.25,Medium
2013/9/27,NF-18385,Consumer,Illinois,Central,FUR-CH-10002331,Furniture,Chairs,747.558,-96.1146,82.14,High
2013/9/27,NF-18385,Consumer,Illinois,Central,OFF-EN-10001415,Office Supplies,Envelopes,8.928,3.348,0.83,High
2013/9/27,SC-20380,Consumer,Texas,Central,OFF-BI-10002026,Office Supplies,Binders,15.624,-24.9984,0.59,Medium
2013/9/27,CS-12175,Corporate,Iowa,Central,OFF-PA-10004022,Office Supplies,Paper,9.99,4.4955,0.63,Medium
2013/9/27,DW-13585,Corporate,California,West,OFF-PA-10004735,Office Supplies,Paper,12.96,6.2208,1.13,High
2013/9/27,LR-17035,Corporate,Texas,Central,FUR-CH-10000513,Furniture,Chairs,454.965,-136.4895,50.36,High
2013/9/27,LR-17035,Corporate,Texas,Central,OFF-AP-10001564,Office Supplies,Appliances,93.032,-251.1864,13.08,High
2013/9/27,MH-17620,Corporate,Texas,Central,OFF-BI-10004001,Office Supplies,Binders,6.816,-11.5872,2.01,High
2013/9/27,SH-19975,Corporate,California,West,FUR-BO-10004467,Furniture,Bookcases,424.9575,19.998,51.16,High
2013/9/27,SN-20710,Home Office,Washington,West,OFF-AP-10000576,Office Supplies,Appliances,236.88,66.3264,23.16,Medium
2013/9/27,SN-20710,Home Office,Washington,West,TEC-AC-10003063,Technology,Accessories,100,21,7.4,Medium
2013/9/27,SN-20710,Home Office,Washington,West,OFF-PA-10004040,Office Supplies,Paper,29.9,14.651,1.72,Medium
2013/9/27,TN-21040,Home Office,Florida,South,TEC-AC-10002637,Technology,Accessories,431.976,-75.5958,30.23,Medium
2013/9/28,JG-15160,Consumer,Georgia,South,OFF-AR-10004685,Office Supplies,Art,13.89,4.5837,4.4,Critical
2013/9/28,JG-15160,Consumer,Georgia,South,OFF-PA-10003971,Office Supplies,Paper,17.94,8.7906,3.69,Critical
2013/9/28,SW-20455,Consumer,Washington,West,TEC-PH-10002584,Technology,Phones,1001.584,125.198,75.04,Medium
2013/9/28,BM-11650,Corporate,Ohio,East,OFF-BI-10002764,Office Supplies,Binders,2.907,-2.0349,0.32,Medium
2013/9/28,HM-14860,Corporate,Texas,Central,FUR-BO-10000780,Furniture,Bookcases,956.6648,-225.0976,23.35,Medium
2013/9/29,MM-18280,Corporate,Illinois,Central,OFF-PA-10003039,Office Supplies,Paper,99.136,30.98,11.91,High
2013/9/30,AR-10540,Consumer,California,West,OFF-BI-10002982,Office Supplies,Binders,27.24,9.534,0.87,Medium
2013/9/30,JK-15730,Consumer,Alabama,South,TEC-AC-10000420,Technology,Accessories,209.97,71.3898,24.68,High
2013/9/30,JK-15730,Consumer,Alabama,South,OFF-BI-10001989,Office Supplies,Binders,62.94,30.2112,6.92,High
2013/9/30,JK-15730,Consumer,Alabama,South,OFF-AR-10001149,Office Supplies,Art,25.92,7.776,3.14,High
2013/9/30,ML-17410,Consumer,California,West,TEC-AC-10003399,Technology,Accessories,36.24,15.2208,1.63,Medium
2013/9/30,PS-18760,Consumer,California,West,OFF-PA-10000176,Office Supplies,Paper,18.97,9.1056,1.89,High
2013/9/30,DM-12955,Corporate,Arizona,West,OFF-AR-10002375,Office Supplies,Art,10.496,1.1808,1.07,High
2013/9/30,ES-14080,Corporate,Oregon,West,TEC-PH-10001817,Technology,Phones,859.2,75.18,68.43,Medium
2013/9/30,LS-16945,Corporate,Pennsylvania,East,OFF-LA-10004853,Office Supplies,Labels,15.936,5.1792,0.92,Medium
2013/9/30,CC-12100,Home Office,Indiana,Central,OFF-AR-10000255,Office Supplies,Art,40.88,10.6288,7.51,Medium
2013/10/1,GM-14680,Consumer,New York,East,FUR-BO-10003034,Furniture,Bookcases,523.92,-26.196,38.76,High
2013/10/1,SJ-20215,Consumer,Illinois,Central,OFF-BI-10000343,Office Supplies,Binders,1.964,-3.2406,0.56,Medium
2013/10/2,BD-11620,Consumer,California,West,FUR-CH-10001146,Furniture,Chairs,194.848,12.178,0.65,High
2013/10/2,CC-12220,Consumer,Indiana,Central,TEC-PH-10000215,Technology,Phones,69.9,18.873,29.05,Critical
2013/10/2,CC-12220,Consumer,Indiana,Central,FUR-FU-10003724,Furniture,Furnishings,41.85,10.881,5.55,Critical
2013/10/2,GM-14680,Consumer,New York,East,FUR-TA-10003238,Furniture,Tables,330.588,-115.7058,20.49,Medium
2013/10/2,HG-15025,Consumer,Texas,Central,TEC-AC-10003832,Technology,Accessories,79.512,20.8719,12.5,High
2013/10/2,HG-15025,Consumer,Texas,Central,OFF-PA-10000474,Office Supplies,Paper,28.352,9.5688,4.59,High
2013/10/2,JK-15205,Consumer,Florida,South,OFF-AR-10003631,Office Supplies,Art,30.976,5.0336,5.39,Medium
2013/10/2,JK-15205,Consumer,Florida,South,OFF-BI-10004140,Office Supplies,Binders,5.388,-4.49,0.33,Medium
2013/10/3,LP-17095,Consumer,Arizona,West,OFF-BI-10002429,Office Supplies,Binders,54.792,-40.1808,9.21,High
2013/10/3,TC-20980,Corporate,Indiana,Central,TEC-CO-10004722,Technology,Copiers,17499.95,8399.976,349.07,Medium
2013/10/3,TC-20980,Corporate,Indiana,Central,OFF-BI-10004600,Office Supplies,Binders,735.98,331.191,57.57,Medium
2013/10/3,TC-20980,Corporate,Indiana,Central,OFF-AR-10001958,Office Supplies,Art,33.96,9.5088,3.4,Medium
2013/10/3,TC-20980,Corporate,Indiana,Central,OFF-ST-10001558,Office Supplies,Storage,32.48,4.872,2.56,Medium
2013/10/3,TC-20980,Corporate,Indiana,Central,OFF-BI-10003712,Office Supplies,Binders,34.37,16.8413,1.55,Medium
2013/10/3,TT-21265,Corporate,New York,East,OFF-AP-10004532,Office Supplies,Appliances,61.44,16.5888,2.21,Medium
2013/10/4,EB-13870,Consumer,New York,East,FUR-CH-10003199,Furniture,Chairs,599.292,93.2232,44.87,Medium
2013/10/4,HL-15040,Consumer,Texas,Central,OFF-EN-10001099,Office Supplies,Envelopes,15.648,5.0856,1.68,Medium
2013/10/4,TP-21565,Corporate,Texas,Central,FUR-FU-10001756,Furniture,Furnishings,38.08,-29.512,6.22,High
2013/10/4,DB-12910,Home Office,California,West,FUR-CH-10004063,Furniture,Chairs,915.136,102.9528,51.8,Medium
2013/10/4,DB-12910,Home Office,California,West,OFF-PA-10001878,Office Supplies,Paper,97.82,45.9754,6.84,Medium
2013/10/4,DB-12910,Home Office,California,West,OFF-PA-10004610,Office Supplies,Paper,8.56,3.852,0.84,Medium
2013/10/4,DB-12910,Home Office,California,West,OFF-LA-10002271,Office Supplies,Labels,6.16,2.9568,0.39,Medium
2013/10/5,MO-17500,Consumer,Texas,Central,OFF-EN-10003862,Office Supplies,Envelopes,59.752,19.4194,23.93,Critical
2013/10/5,MS-17830,Consumer,Maryland,East,FUR-TA-10002622,Furniture,Tables,239.372,-23.9372,40.55,High
2013/10/5,AH-10690,Corporate,Florida,South,TEC-PH-10003095,Technology,Phones,52.68,19.755,6.26,Medium
2013/10/5,AH-10690,Corporate,Florida,South,FUR-FU-10002885,Furniture,Furnishings,11.568,2.6028,0.92,Medium
2013/10/5,DR-12940,Home Office,Rhode Island,East,TEC-CO-10001449,Technology,Copiers,5399.91,2591.9568,254.03,Medium
2013/10/5,DR-12940,Home Office,Rhode Island,East,OFF-BI-10000977,Office Supplies,Binders,30.4,13.984,2.99,Medium
2013/10/5,DR-12940,Home Office,Rhode Island,East,OFF-ST-10000136,Office Supplies,Storage,119.1,34.539,1.66,Medium
2013/10/7,JH-15910,Consumer,Oklahoma,Central,OFF-BI-10004654,Office Supplies,Binders,28.85,14.425,1.07,Medium
2013/10/7,LB-16795,Home Office,Colorado,West,TEC-MA-10001695,Technology,Machines,703.71,-938.28,199.5,High
2013/10/7,LB-16795,Home Office,Colorado,West,TEC-AC-10001553,Technology,Accessories,67.96,0.8495,14.64,High
2013/10/7,LB-16795,Home Office,Colorado,West,OFF-BI-10002571,Office Supplies,Binders,11.976,-9.1816,2.85,High
2013/10/7,LB-16795,Home Office,Colorado,West,OFF-BI-10002824,Office Supplies,Binders,17.904,-14.92,2.83,High
2013/10/8,CC-12475,Consumer,California,West,OFF-PA-10000143,Office Supplies,Paper,10.56,5.0688,1.61,High
2013/10/8,MC-18100,Consumer,Washington,West,OFF-FA-10001883,Office Supplies,Fasteners,93.36,0.9336,6.76,Medium
2013/10/8,TB-21250,Consumer,California,West,OFF-BI-10004001,Office Supplies,Binders,27.264,8.8608,1.96,Low
2013/10/8,DL-13495,Corporate,Washington,West,TEC-MA-10001972,Technology,Machines,837.6,62.82,159.94,High
2013/10/8,AW-10930,Home Office,Pennsylvania,East,OFF-LA-10000134,Office Supplies,Labels,4.928,1.7248,0.18,High
2013/10/9,DB-13615,Consumer,North Carolina,South,OFF-ST-10000676,Office Supplies,Storage,387.72,-67.851,21.68,Medium
2013/10/9,JE-15745,Consumer,California,West,OFF-PA-10000167,Office Supplies,Paper,61.96,27.882,3,Critical
2013/10/9,BW-11110,Corporate,Texas,Central,FUR-FU-10004909,Furniture,Furnishings,51.712,-32.32,4.13,Medium
2013/10/9,PM-19135,Home Office,Texas,Central,OFF-LA-10004545,Office Supplies,Labels,60.144,20.2986,7.61,Low
2013/10/10,MP-17965,Corporate,Ohio,East,TEC-PH-10004897,Technology,Phones,23.976,-15.5844,3.95,Low
2013/10/10,SP-20545,Corporate,Pennsylvania,East,FUR-FU-10004071,Furniture,Furnishings,332.832,-24.9624,48.86,High
2013/10/10,SP-20545,Corporate,Pennsylvania,East,OFF-PA-10001593,Office Supplies,Paper,19.136,5.98,2.96,High
2013/10/10,MZ-17335,Home Office,Arizona,West,FUR-FU-10001488,Furniture,Furnishings,169.568,0,20.51,High
2013/10/10,MZ-17335,Home Office,Arizona,West,OFF-AR-10001315,Office Supplies,Art,1.408,0.1584,0.14,High
2013/10/11,WB-21850,Consumer,Texas,Central,FUR-FU-10004963,Furniture,Furnishings,14,-6.3,5.54,Critical
